id,label
10125,0.023459
10126,0.015750
10127,0.998776
10128,0.078316
10129,0.695934
1013,0.000076
10130,0.120303
10131,0.067546
10132,0.002891
10133,0.000672
10134,0.997379
10135,1.000000
10136,0.996697
10137,0.042987
10138,0.972133
10139,0.999799
1014,1.000000
10140,0.301793
10141,0.998892
10142,0.064491
10143,0.968172
10144,0.996142
10145,0.054209
10146,0.995679
10147,0.958123
10148,0.487233
10149,0.069321
1015,0.001845
10150,0.044017
10151,0.051504
10152,0.000341
10153,0.800087
10154,0.922305
10155,0.987169
10156,0.055548
10157,0.012574
10158,0.006267
10159,0.788861
1016,0.455336
10160,0.001529
10161,0.000426
10162,0.999976
10163,1.000000
10164,0.890968
10165,0.664124
10166,0.999976
10167,0.999992
10168,0.385953
10169,0.999723
1017,0.000845
10170,0.016696
10171,0.009827
10172,0.998387
10173,0.000284
10174,0.099984
10175,0.182999
10176,0.999083
10177,0.895093
10178,0.158043
10179,0.999994
1018,0.983454
10180,0.060453
10181,0.998583
10182,0.027638
10183,0.280789
10184,0.013274
10185,0.898151
10186,0.999620
10187,0.998944
10188,0.093127
10189,0.994918
1019,1.000000
10190,0.999992
10191,0.015446
10192,0.810571
10193,0.001806
10194,0.002056
10195,0.998796
10196,0.944286
10197,0.999865
10198,0.017823
10199,0.011649
102,0.997543
1020,0.002748
10200,0.005157
10201,0.004959
10202,0.997673
10203,0.999816
10204,0.027966
10205,0.157165
10206,0.001713
10207,0.999337
10208,0.999988
10209,0.999986
1021,0.929144
10210,0.043398
10211,0.011939
10212,0.015748
10213,0.887692
10214,0.999022
10215,0.001288
10216,0.959792
10217,0.552618
10218,0.000164
10219,0.362995
1022,0.002717
10220,0.999963
10221,0.970753
10222,0.876936
10223,0.001071
10224,0.007279
10225,0.012188
10226,0.011617
10227,0.000619
10228,0.136175
10229,0.047599
1023,0.066428
10230,0.213824
10231,0.999140
10232,0.999998
10233,0.999157
10234,0.085920
10235,0.000450
10236,0.000257
10237,0.001321
10238,0.684232
10239,0.003864
1024,0.004213
10240,0.000033
10241,0.979465
10242,1.000000
10243,0.998347
10244,1.000000
10245,0.999838
10246,0.920078
10247,0.999998
10248,0.024378
10249,0.987772
1025,0.000781
10250,0.001646
10251,0.964246
10252,0.076026
10253,0.998858
10254,0.999983
10255,0.987696
10256,0.999719
10257,0.253663
10258,0.999968
10259,0.999922
1026,0.117898
10260,0.355255
10261,0.999950
10262,0.694007
10263,0.999943
10264,0.040213
10265,0.172293
10266,0.000362
10267,0.000255
10268,0.999565
10269,0.970256
1027,0.013998
10270,0.006019
10271,0.999559
10272,0.011780
10273,0.027339
10274,0.005193
10275,0.716345
10276,0.008982
10277,0.129318
10278,0.501035
10279,0.809346
1028,0.001885
10280,0.981369
10281,1.000000
10282,0.799897
10283,0.999999
10284,0.999950
10285,0.966607
10286,0.003802
10287,0.024715
10288,0.000056
10289,0.025153
1029,0.001944
10290,0.967789
10291,0.998760
10292,0.017797
10293,0.998176
10294,0.000078
10295,0.001445
10296,0.014256
10297,1.000000
10298,0.999989
10299,0.000838
103,0.001305
1030,0.003848
10300,0.999976
10301,0.002681
10302,0.976587
10303,0.598228
10304,0.996579
10305,0.999370
10306,0.999017
10307,0.521526
10308,0.003545
10309,0.002899
1031,0.013049
10310,0.044532
10311,0.029732
10312,0.000021
10313,0.972815
10314,0.004829
10315,1.000000
10316,0.994819
10317,1.000000
10318,0.000289
10319,0.073702
1032,0.455218
10320,1.000000
10321,1.000000
10322,0.999982
10323,0.804325
10324,0.997807
10325,0.035261
10326,0.999995
10327,0.990915
10328,0.001129
10329,0.999975
1033,0.043019
10330,0.054330
10331,0.000100
10332,1.000000
10333,0.075605
10334,0.099732
10335,0.999908
10336,0.005517
10337,0.035566
10338,0.276596
10339,0.998968
1034,0.999609
10340,0.091112
10341,0.001303
10342,0.999987
10343,0.001812
10344,0.106632
10345,0.991041
10346,0.109802
10347,0.534661
10348,0.048283
10349,0.997905
1035,0.013348
10350,0.999996
10351,0.000805
10352,0.974268
10353,0.063362
10354,0.071528
10355,0.999044
10356,0.001092
10357,0.860521
10358,0.005889
10359,0.942504
1036,0.976213
10360,0.002005
10361,0.009767
10362,0.007081
10363,0.002207
10364,1.000000
10365,0.042615
10366,0.998378
10367,0.177721
10368,0.998859
10369,0.026371
1037,0.971862
10370,0.936319
10371,0.003932
10372,0.999962
10373,0.001818
10374,0.909448
10375,0.104496
10376,0.000810
10377,0.002340
10378,0.005721
10379,0.999992
1038,0.999976
10380,0.878414
10381,0.824921
10382,0.003323
10383,0.281987
10384,0.997184
10385,1.000000
10386,0.000164
10387,0.965401
10388,0.006016
10389,0.000461
1039,0.001296
10390,0.999987
10391,0.234589
10392,0.037221
10393,0.019555
10394,0.000507
10395,0.999581
10396,0.978890
10397,0.010861
10398,0.000561
10399,0.999273
104,0.000016
1040,0.999998
10400,1.000000
10401,0.102727
10402,0.107989
10403,0.999978
10404,0.005708
10405,0.000228
10406,0.642314
10407,0.000038
10408,0.020440
10409,0.968357
1041,0.011753
10410,0.003059
10411,0.001833
10412,0.000452
10413,0.000425
10414,0.998382
10415,0.962142
10416,0.002948
10417,0.010115
10418,0.026135
10419,0.999766
1042,0.720509
10420,0.972363
10421,0.868861
10422,0.597235
10423,0.001288
10424,0.027255
10425,0.999010
10426,0.044432
10427,0.999846
10428,0.064451
10429,0.978307
1043,0.003165
10430,0.011426
10431,0.002963
10432,0.960199
10433,0.999635
10434,0.998239
10435,0.000465
10436,0.999420
10437,0.029392
10438,0.996521
10439,0.115525
1044,0.163325
10440,0.121757
10441,0.017106
10442,0.994937
10443,0.741840
10444,0.994486
10445,1.000000
10446,0.955429
10447,0.997839
10448,1.000000
10449,0.999961
1045,0.026657
10450,0.001190
10451,0.011020
10452,0.335050
10453,0.971502
10454,0.001426
10455,0.798089
10456,0.910735
10457,0.034204
10458,0.999940
10459,0.020895
1046,0.115395
10460,0.029391
10461,0.000037
10462,0.887637
10463,0.040047
10464,0.999894
10465,0.999996
10466,0.999475
10467,0.000344
10468,0.007253
10469,0.002787
1047,0.060189
10470,0.002934
10471,0.035154
10472,0.003177
10473,0.999890
10474,0.999792
10475,0.000037
10476,0.997775
10477,0.002786
10478,0.999511
10479,0.093973
1048,0.999343
10480,0.051062
10481,0.000051
10482,0.004515
10483,0.243799
10484,0.349801
10485,0.687144
10486,0.119177
10487,0.999774
10488,0.996807
10489,0.102044
1049,0.001539
10490,0.995247
10491,0.097474
10492,0.994699
10493,0.662219
10494,0.999130
10495,0.000778
10496,0.999999
10497,0.975187
10498,0.002761
10499,0.998410
105,0.925367
1050,0.006319
10500,1.000000
10501,0.942320
10502,0.999992
10503,0.913175
10504,0.999059
10505,0.982710
10506,0.012521
10507,0.373170
10508,0.000246
10509,0.993548
1051,0.757592
10510,0.040562
10511,0.043104
10512,0.351993
10513,0.016405
10514,0.985266
10515,0.086748
10516,0.999864
10517,0.999994
10518,0.999339
10519,0.000082
1052,0.995598
10520,0.991012
10521,0.004532
10522,0.033316
10523,0.982517
10524,0.997859
10525,0.633675
10526,0.870590
10527,0.022405
10528,0.000921
10529,0.006742
1053,0.999999
10530,0.007456
10531,0.273808
10532,0.000359
10533,0.036456
10534,0.999998
10535,0.100656
10536,0.026097
10537,0.645974
10538,0.063461
10539,0.002013
1054,0.999405
10540,0.999980
10541,0.992350
10542,0.048871
10543,0.000715
10544,0.012176
10545,0.020836
10546,0.000524
10547,0.149307
10548,1.000000
10549,0.000040
1055,0.951945
10550,0.971182
10551,0.999324
10552,0.002094
10553,0.013422
10554,0.915319
10555,0.000329
10556,0.999991
10557,0.014117
10558,0.999971
10559,0.999355
1056,0.646793
10560,0.016816
10561,0.999815
10562,0.999899
10563,0.963148
10564,0.999927
10565,0.997490
10566,0.999924
10567,0.999998
10568,0.981300
10569,0.999515
1057,0.999981
10570,0.097774
10571,1.000000
10572,0.038778
10573,0.004423
10574,0.977945
10575,0.022883
10576,0.000740
10577,0.000080
10578,0.985657
10579,0.194187
1058,0.993416
10580,0.997747
10581,0.946625
10582,0.002630
10583,0.784566
10584,0.994482
10585,0.117237
10586,0.001755
10587,0.999999
10588,0.999942
10589,0.009154
1059,0.999999
10590,0.000159
10591,0.996898
10592,0.013760
10593,0.778687
10594,0.999938
10595,1.000000
10596,0.071619
10597,0.058781
10598,1.000000
10599,0.999984
106,0.996166
1060,0.008720
10600,0.999879
10601,0.896790
10602,0.295343
10603,0.001282
10604,0.172208
10605,0.007975
10606,0.999121
10607,0.007598
10608,0.819116
10609,0.997403
1061,0.000077
10610,0.999931
10611,0.011660
10612,0.493792
10613,0.023548
10614,0.000099
10615,0.000200
10616,0.999575
10617,0.053758
10618,0.025483
10619,0.134972
1062,0.017318
10620,0.992930
10621,0.000280
10622,0.201087
10623,0.005090
10624,0.003044
10625,0.999860
10626,0.037235
10627,0.000954
10628,0.001990
10629,0.975163
1063,0.027799
10630,0.030088
10631,0.008055
10632,0.999902
10633,0.999969
10634,0.003497
10635,0.005703
10636,0.940864
10637,0.172928
10638,0.017379
10639,0.999404
1064,0.097601
10640,0.999754
10641,0.999650
10642,0.999787
10643,0.000977
10644,0.999283
10645,1.000000
10646,0.904380
10647,0.047624
10648,0.959428
10649,0.002307
1065,0.019044
10650,0.001393
10651,0.999946
10652,0.008843
10653,0.002695
10654,0.007470
10655,0.009107
10656,0.999990
10657,0.011162
10658,0.999964
10659,0.911863
1066,0.999996
10660,0.001216
10661,0.999918
10662,0.999975
10663,0.989478
10664,0.001826
10665,0.363331
10666,0.999514
10667,0.999999
10668,0.000758
10669,0.003224
1067,0.999999
10670,0.000499
10671,0.001365
10672,0.023879
10673,0.999986
10674,0.000010
10675,0.002387
10676,0.034568
10677,0.021790
10678,0.002410
10679,0.001855
1068,0.999648
10680,0.655975
10681,0.000001
10682,0.022769
10683,0.999158
10684,0.998472
10685,0.008570
10686,0.002310
10687,0.031192
10688,0.970359
10689,0.999985
1069,0.531646
10690,0.001077
10691,0.000809
10692,0.993531
10693,0.065435
10694,0.000628
10695,1.000000
10696,0.999613
10697,0.999999
10698,0.170275
10699,0.855204
107,0.003209
1070,0.999999
10700,0.002577
10701,0.952653
10702,0.955667
10703,0.006861
10704,0.490738
10705,0.995494
10706,0.969799
10707,0.999999
10708,0.113926
10709,0.999983
1071,0.013941
10710,0.929243
10711,0.009981
10712,0.999992
10713,0.016805
10714,0.912668
10715,1.000000
10716,0.021723
10717,0.993075
10718,0.460997
10719,0.998080
1072,0.827762
10720,0.999886
10721,0.000047
10722,0.099579
10723,0.998231
10724,0.999329
10725,0.999019
10726,0.123000
10727,0.000128
10728,0.143838
10729,0.005030
1073,0.000062
10730,0.999981
10731,0.997007
10732,0.084613
10733,0.700855
10734,0.089680
10735,0.002701
10736,0.984675
10737,0.002984
10738,0.983069
10739,0.999763
1074,0.999474
10740,0.031192
10741,0.304130
10742,0.963132
10743,0.977100
10744,0.835904
10745,0.028263
10746,0.111864
10747,0.153989
10748,0.010235
10749,0.000521
1075,0.997073
10750,0.911960
10751,0.009582
10752,0.056309
10753,0.024262
10754,0.076445
10755,0.999996
10756,0.999928
10757,0.017373
10758,0.999892
10759,0.043059
1076,0.027032
10760,0.082454
10761,0.290514
10762,0.000707
10763,0.005888
10764,0.001685
10765,0.999956
10766,0.999968
10767,0.999997
10768,0.999999
10769,0.999064
1077,0.016450
10770,0.997856
10771,0.982136
10772,0.561401
10773,0.999842
10774,0.002166
10775,0.000078
10776,0.048937
10777,0.999787
10778,0.001019
10779,0.001528
1078,0.040497
10780,0.002088
10781,0.276855
10782,0.919848
10783,0.009495
10784,0.007244
10785,0.998832
10786,0.000308
10787,0.943913
10788,0.985845
10789,0.002062
1079,0.446619
10790,0.895403
10791,0.009095
10792,0.037567
10793,0.160362
10794,0.997797
10795,0.998426
10796,0.010813
10797,0.029056
10798,0.866816
10799,0.011897
108,0.030304
1080,0.999998
10800,0.133265
10801,0.902279
10802,0.000147
10803,0.008698
10804,0.998556
10805,0.603978
10806,0.999410
10807,0.034004
10808,0.777823
10809,0.000365
1081,0.992807
10810,0.261671
10811,0.999998
10812,0.019449
10813,0.007735
10814,0.001566
10815,0.468456
10816,0.069345
10817,0.078929
10818,0.294874
10819,0.002443
1082,1.000000
10820,0.970837
10821,0.995857
10822,0.019800
10823,0.043571
10824,0.010483
10825,0.999999
10826,0.970593
10827,0.003803
10828,0.051436
10829,0.999273
1083,0.999977
10830,0.008040
10831,0.999079
10832,0.889694
10833,0.457152
10834,0.003677
10835,0.012758
10836,0.090385
10837,0.934925
10838,0.992814
10839,0.012412
1084,0.000206
10840,0.395523
10841,0.016234
10842,0.068652
10843,0.013221
10844,0.990363
10845,0.999962
10846,0.029408
10847,0.999994
10848,0.999786
10849,0.043686
1085,0.508003
10850,0.004244
10851,0.999983
10852,0.520690
10853,0.999949
10854,0.999831
10855,0.987703
10856,0.121893
10857,0.999991
10858,0.998505
10859,0.953552
1086,0.999973
10860,0.001690
10861,0.997937
10862,0.000386
10863,0.999144
10864,0.380067
10865,0.000034
10866,0.995079
10867,0.000844
10868,0.023715
10869,0.993766
1087,0.676693
10870,0.108172
10871,0.011449
10872,0.995307
10873,0.009159
10874,0.066898
10875,0.999773
10876,0.999654
10877,0.068378
10878,0.000021
10879,0.999995
1088,0.010752
10880,0.016239
10881,0.988532
10882,0.205327
10883,0.999860
10884,0.000111
10885,0.271281
10886,0.000210
10887,0.000112
10888,1.000000
10889,0.296069
1089,0.999966
10890,0.461725
10891,0.021340
10892,0.959944
10893,0.000487
10894,0.031281
10895,0.918315
10896,0.969251
10897,0.878117
10898,0.996508
10899,0.999614
109,0.142300
1090,0.163314
10900,0.999976
10901,0.010755
10902,0.999653
10903,0.999994
10904,0.999854
10905,0.963661
10906,0.090807
10907,1.000000
10908,0.416934
10909,0.999999
1091,0.847675
10910,0.019712
10911,0.930155
10912,0.999951
10913,0.582254
10914,0.998919
10915,0.001803
10916,0.959825
10917,0.099361
10918,0.007027
10919,0.997530
1092,0.844739
10920,0.999758
10921,0.459892
10922,0.000529
10923,0.043282
10924,0.997535
10925,0.993340
10926,0.990427
10927,0.112685
10928,0.000402
10929,0.889782
1093,0.716067
10930,0.968046
10931,0.082058
10932,0.999999
10933,0.282331
10934,0.000533
10935,1.000000
10936,0.534119
10937,0.999161
10938,0.007673
10939,0.487669
1094,0.975949
10940,0.998748
10941,0.001319
10942,0.018433
10943,0.443674
10944,0.024880
10945,0.034633
10946,0.999945
10947,0.002706
10948,0.960148
10949,0.046971
1095,0.963568
10950,0.000102
10951,0.999995
10952,0.919444
10953,0.004092
10954,0.696277
10955,0.003404
10956,0.213030
10957,0.909071
10958,0.002046
10959,0.843873
1096,0.892789
10960,0.386054
10961,0.863861
10962,0.031325
10963,0.999998
10964,0.000394
10965,0.001648
10966,0.965945
10967,0.000023
10968,0.814758
10969,0.641128
1097,0.092043
10970,0.000851
10971,0.046779
10972,0.042242
10973,0.999917
10974,0.999943
10975,0.005220
10976,0.961222
10977,0.025037
10978,0.011884
10979,0.999982
1098,0.067416
10980,0.000126
10981,0.170455
10982,0.948685
10983,0.999763
10984,0.999650
10985,0.999750
10986,0.007317
10987,0.010597
10988,0.110900
10989,0.000799
1099,0.001512
10990,0.999958
10991,0.094554
10992,0.000557
10993,0.999997
10994,0.987871
10995,0.165313
10996,1.000000
10997,0.000001
10998,1.000000
10999,0.323629
11,0.001508
110,0.999998
1100,0.351312
11000,0.144921
11001,0.999525
11002,0.941841
11003,0.624157
11004,0.009471
11005,0.999947
11006,0.999999
11007,0.897781
11008,0.021789
11009,0.247108
1101,0.462664
11010,0.988226
11011,0.290358
11012,0.999908
11013,0.999035
11014,0.931221
11015,0.890723
11016,0.999683
11017,0.010998
11018,0.001178
11019,0.926445
1102,0.023529
11020,0.999910
11021,0.890738
11022,0.000025
11023,0.999994
11024,0.999439
11025,0.037194
11026,0.000585
11027,0.979147
11028,0.073721
11029,0.053121
1103,0.009817
11030,0.999999
11031,0.000270
11032,0.001102
11033,0.995566
11034,0.880854
11035,0.998567
11036,0.948674
11037,1.000000
11038,0.004092
11039,0.000161
1104,0.019560
11040,0.158505
11041,0.999918
11042,0.011681
11043,0.999995
11044,0.993048
11045,0.831831
11046,0.999997
11047,0.999971
11048,0.663533
11049,0.968889
1105,0.969389
11050,0.999994
11051,0.985328
11052,0.008175
11053,0.998657
11054,0.999369
11055,0.007853
11056,0.005682
11057,0.999825
11058,0.921331
11059,0.000234
1106,0.945633
11060,0.010164
11061,0.000778
11062,1.000000
11063,0.929624
11064,0.016801
11065,0.999995
11066,0.978943
11067,0.591800
11068,0.028572
11069,1.000000
1107,0.000349
11070,0.999721
11071,0.999989
11072,0.043369
11073,0.693002
11074,0.005922
11075,0.002144
11076,0.019569
11077,0.000239
11078,0.001627
11079,0.975470
1108,0.999970
11080,0.999977
11081,0.997086
11082,0.038678
11083,0.938833
11084,0.960866
11085,0.803356
11086,0.020220
11087,0.009098
11088,0.025895
11089,0.999979
1109,0.038080
11090,0.995252
11091,0.008342
11092,0.999929
11093,0.996885
11094,0.064431
11095,0.176716
11096,0.704155
11097,0.909966
11098,0.692211
11099,0.044510
111,0.792764
1110,0.022264
11100,0.995784
11101,0.999985
11102,0.021883
11103,0.000063
11104,0.999996
11105,0.302249
11106,0.009033
11107,0.999208
11108,0.022137
11109,0.001905
1111,0.000579
11110,0.003692
11111,0.953718
11112,0.910879
11113,0.277959
11114,0.999997
11115,0.074013
11116,0.075724
11117,0.999965
11118,0.030458
11119,0.090704
1112,0.001729
11120,0.056634
11121,0.034147
11122,0.000376
11123,0.996682
11124,0.002917
11125,0.927770
11126,0.999920
11127,0.074526
11128,0.976813
11129,0.000426
1113,0.000223
11130,0.030574
11131,0.006114
11132,0.838934
11133,0.935093
11134,0.999140
11135,0.009950
11136,0.025611
11137,0.013556
11138,0.993984
11139,0.969995
1114,0.999950
11140,0.999976
11141,0.999168
11142,0.017767
11143,0.999994
11144,0.000050
11145,0.999860
11146,0.776359
11147,0.999780
11148,0.998016
11149,1.000000
1115,0.941753
11150,0.242195
11151,1.000000
11152,1.000000
11153,0.998540
11154,0.999967
11155,0.999958
11156,0.002330
11157,0.998481
11158,0.425906
11159,0.986228
1116,0.998399
11160,0.000017
11161,0.014911
11162,0.006295
11163,0.000660
11164,0.998945
11165,0.636560
11166,0.000338
11167,0.641904
11168,0.034368
11169,0.999442
1117,0.016662
11170,0.999885
11171,0.009411
11172,0.000686
11173,0.606914
11174,0.975547
11175,0.989933
11176,0.955370
11177,0.162757
11178,0.999624
11179,0.004393
1118,0.000249
11180,0.999269
11181,0.868823
11182,0.999983
11183,0.003123
11184,0.012908
11185,0.005581
11186,0.154866
11187,0.000162
11188,0.187981
11189,0.999982
1119,0.000373
11190,0.011757
11191,0.473102
11192,0.019313
11193,0.925995
11194,0.953366
11195,0.998193
11196,0.000037
11197,0.193254
11198,0.520571
11199,0.011114
112,0.990986
1120,0.008090
11200,0.079996
11201,0.999921
11202,0.066951
11203,0.042706
11204,0.988641
11205,0.992969
11206,0.006067
11207,0.000674
11208,0.249890
11209,0.024788
1121,0.999829
11210,0.987570
11211,0.405113
11212,0.575383
11213,0.999276
11214,0.000881
11215,0.014473
11216,0.011409
11217,0.995919
11218,0.617951
11219,0.000071
1122,0.999925
11220,0.472395
11221,0.003460
11222,0.996728
11223,0.045784
11224,0.976717
11225,0.051743
11226,0.002439
11227,0.999603
11228,0.836086
11229,0.999970
1123,0.000181
11230,0.991684
11231,0.981326
11232,0.127250
11233,0.040879
11234,0.000246
11235,0.998613
11236,0.236716
11237,0.993560
11238,0.999981
11239,0.990812
1124,0.006289
11240,0.024171
11241,0.953374
11242,0.999990
11243,0.003128
11244,0.996634
11245,0.023996
11246,0.133085
11247,0.999999
11248,1.000000
11249,0.999985
1125,0.059890
11250,0.976140
11251,0.996765
11252,0.083553
11253,0.999781
11254,0.997265
11255,0.705963
11256,0.003706
11257,0.002875
11258,1.000000
11259,0.016277
1126,0.049316
11260,0.000506
11261,0.999595
11262,1.000000
11263,0.028676
11264,0.080855
11265,0.402206
11266,0.024621
11267,0.872471
11268,0.902287
11269,1.000000
1127,0.001259
11270,0.026490
11271,0.110323
11272,0.999516
11273,0.972772
11274,0.999982
11275,0.001801
11276,0.000225
11277,0.999943
11278,0.996063
11279,0.999998
1128,0.009521
11280,0.085517
11281,0.999020
11282,0.999621
11283,0.999565
11284,0.978567
11285,0.078275
11286,0.999702
11287,0.016098
11288,0.177592
11289,0.000098
1129,0.538934
11290,0.999868
11291,0.000885
11292,0.969398
11293,0.998434
11294,0.920326
11295,0.001081
11296,0.992768
11297,0.999479
11298,0.000553
11299,0.266500
113,0.829430
1130,0.965200
11300,0.999981
11301,0.001275
11302,0.988924
11303,0.999158
11304,0.488769
11305,0.972478
11306,0.999558
11307,0.916246
11308,0.960184
11309,0.995287
1131,0.982593
11310,0.999990
11311,0.995609
11312,0.999999
11313,0.003368
11314,0.999929
11315,0.005569
11316,0.999920
11317,0.223597
11318,0.000505
11319,0.999728
1132,0.035958
11320,0.842251
11321,0.997119
11322,0.999035
11323,0.000089
11324,0.144502
11325,0.322513
11326,0.970373
11327,0.428440
11328,0.005006
11329,0.999904
1133,0.014658
11330,0.020627
11331,0.995225
11332,0.999999
11333,0.997758
11334,0.067650
11335,0.997576
11336,0.021047
11337,0.752800
11338,0.370969
11339,0.859315
1134,0.156568
11340,0.999956
11341,0.999497
11342,0.090397
11343,0.999907
11344,0.999952
11345,0.000497
11346,0.997509
11347,0.999998
11348,0.096906
11349,0.947037
1135,0.023910
11350,0.053065
11351,0.028575
11352,0.999906
11353,0.044611
11354,0.004056
11355,0.006812
11356,1.000000
11357,0.992049
11358,0.925651
11359,0.000008
1136,0.999972
11360,0.574216
11361,0.026253
11362,0.009819
11363,0.999930
11364,0.003406
11365,0.000201
11366,1.000000
11367,0.000093
11368,0.126604
11369,0.000057
1137,0.011465
11370,0.997716
11371,0.974445
11372,0.071049
11373,0.000187
11374,0.000089
11375,0.007004
11376,0.001462
11377,0.037156
11378,0.948535
11379,0.548483
1138,0.002915
11380,0.763943
11381,0.145205
11382,0.544831
11383,0.999955
11384,0.064064
11385,0.996271
11386,0.999946
11387,0.994379
11388,0.010950
11389,0.120850
1139,0.865080
11390,0.019223
11391,0.999396
11392,0.069086
11393,0.056834
11394,0.968932
11395,0.814919
11396,0.014020
11397,0.007898
11398,1.000000
11399,0.999986
114,0.023036
1140,0.001659
11400,0.983516
11401,0.000346
11402,0.998637
11403,0.015763
11404,0.001723
11405,0.000181
11406,0.999847
11407,0.234244
11408,0.948229
11409,0.000349
1141,0.000745
11410,0.832683
11411,0.970426
11412,0.999217
11413,0.000206
11414,0.270583
11415,0.170593
11416,0.999974
11417,0.919723
11418,0.041798
11419,0.999520
1142,0.001723
11420,0.728776
11421,0.004184
11422,0.996521
11423,0.998302
11424,0.013395
11425,0.903263
11426,0.999378
11427,0.999759
11428,0.998265
11429,0.999999
1143,0.034171
11430,0.921758
11431,0.000158
11432,0.000167
11433,0.064383
11434,0.050897
11435,0.999961
11436,0.373072
11437,0.581079
11438,0.999900
11439,1.000000
1144,0.999998
11440,0.023666
11441,0.999961
11442,0.999986
11443,0.993505
11444,0.091307
11445,0.969358
11446,0.001263
11447,0.001603
11448,0.993008
11449,0.744981
1145,0.999996
11450,0.045118
11451,0.954423
11452,0.612653
11453,0.996195
11454,0.291121
11455,0.000288
11456,0.028530
11457,0.000171
11458,0.998567
11459,0.999975
1146,0.957320
11460,0.090394
11461,0.925907
11462,0.990460
11463,0.002158
11464,0.764064
11465,0.064275
11466,0.047684
11467,0.000017
11468,0.763641
11469,0.999248
1147,0.999987
11470,0.999477
11471,0.851669
11472,0.999999
11473,0.999975
11474,0.296906
11475,0.092822
11476,0.010837
11477,0.030227
11478,0.998415
11479,0.025053
1148,0.000619
11480,0.024178
11481,0.000239
11482,0.607529
11483,0.999515
11484,0.207587
11485,0.001601
11486,0.999999
11487,0.999976
11488,0.999986
11489,0.000125
1149,0.999736
11490,0.964243
11491,0.083319
11492,0.023162
11493,0.000412
11494,0.980945
11495,0.197420
11496,0.999507
11497,0.992738
11498,0.243627
11499,0.002542
115,0.319598
1150,0.031541
11500,0.222774
11501,0.195541
11502,0.924904
11503,0.428063
11504,0.000221
11505,0.031780
11506,0.998658
11507,0.235912
11508,0.000233
11509,0.089726
1151,1.000000
11510,0.997979
11511,0.014887
11512,0.512300
11513,0.996293
11514,0.655610
11515,0.999997
11516,0.999124
11517,0.053987
11518,0.000352
11519,0.898422
1152,0.029792
11520,0.998704
11521,0.999406
11522,0.893592
11523,0.026011
11524,0.096360
11525,0.015858
11526,0.997618
11527,0.999999
11528,0.000077
11529,0.000025
1153,0.000312
11530,0.999474
11531,0.000446
11532,0.129840
11533,0.999998
11534,0.028230
11535,0.999954
11536,0.989249
11537,0.950660
11538,0.000122
11539,0.999972
1154,0.986716
11540,0.120180
11541,0.998724
11542,0.776712
11543,0.004351
11544,0.000069
11545,0.001250
11546,0.002034
11547,0.000240
11548,0.954365
11549,0.013246
1155,0.999748
11550,0.999982
11551,0.001661
11552,0.998850
11553,0.972836
11554,0.999985
11555,0.994997
11556,0.015734
11557,0.000066
11558,0.000709
11559,0.006066
1156,0.000946
11560,0.000055
11561,0.952024
11562,0.999806
11563,0.000297
11564,0.000109
11565,0.035271
11566,0.000346
11567,0.999996
11568,0.022429
11569,0.436361
1157,0.957874
11570,0.258507
11571,0.995827
11572,0.000444
11573,0.002919
